Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Country,Continent,Automatic / Manual,A/M digital
chrysler,300 awd ffv,full-size,3.6,6.0,a8,E,17.6,12.0,15.0,19.0,248.0,usa,america,A,1
chrysler,voyager (stop-start),minivan,3.6,6.0,a9,X,12.4,8.4,10.6,27.0,249.0,usa,america,A,1
chrysler,pacifica (stop-start),minivan,3.6,6.0,a9,X,12.4,8.4,10.6,27.0,249.0,usa,america,A,1
chrysler,200 awd ffv,mid-size,3.6,6.0,a9,X,12.8,8.1,10.7,26.0,250.0,usa,america,A,1
chrysler,300 awd,full-size,3.6,6.0,a8,X,12.8,8.6,10.9,26.0,251.0,usa,america,A,1
chrysler,300 awd ffv,full-size,3.6,6.0,a8,X,12.8,8.6,10.9,26.0,251.0,usa,america,A,1
chrysler,200 awd ffv,mid-size,3.6,6.0,a9,X,12.8,8.3,10.8,26.0,252.0,usa,america,A,1
chrysler,300 awd,full-size,3.6,6.0,a8,X,12.8,8.6,10.9,26.0,257.0,usa,america,A,1
chrysler,300 awd ffv,full-size,3.6,6.0,a8,X,12.8,8.6,10.9,26.0,257.0,usa,america,A,1
chrysler,pacifica,minivan,3.6,6.0,a9,X,12.9,8.4,10.9,26.0,257.0,usa,america,A,1
chrysler,300 awd,full-size,3.6,6.0,a8,X,12.8,8.7,11.0,26.0,258.0,usa,america,A,1
chrysler,300 awd ffv,full-size,3.6,6.0,a8,X,12.8,8.7,11.0,26.0,258.0,usa,america,A,1
chrysler,pacifica,minivan,3.6,6.0,a9,X,12.9,8.4,10.9,26.0,259.0,usa,america,A,1
chrysler,town & country ffv,minivan,3.6,6.0,a6,E,19.7,13.3,16.8,17.0,269.0,usa,america,A,1
chrysler,town & country ffv,minivan,3.6,6.0,a6,X,14.1,9.5,12.0,24.0,276.0,usa,america,A,1
chrysler,town & country ffv,minivan,3.6,6.0,a6,E,19.7,13.3,16.8,17.0,279.0,usa,america,A,1
chrysler,town & country ffv,minivan,3.6,6.0,a6,X,14.1,9.5,12.0,24.0,282.0,usa,america,A,1
chrysler,300 (mds),full-size,5.7,8.0,a8,X,14.8,9.3,12.3,23.0,283.0,usa,america,A,1
chrysler,300 (mds),full-size,5.7,8.0,a8,X,14.8,9.3,12.3,23.0,289.0,usa,america,A,1
chrysler,300 (mds),full-size,5.7,8.0,a8,X,14.7,9.4,12.3,23.0,289.0,usa,america,A,1
chrysler,300,full-size,5.7,8.0,a8,X,14.7,9.4,12.3,23.0,289.0,usa,america,A,1
chrysler,300 (mds),full-size,5.7,8.0,a5,X,15.8,9.2,12.8,22.0,294.0,usa,america,A,1
chrysler,300 awd (mds),full-size,5.7,8.0,a5,X,16.1,10.0,13.4,21.0,308.0,usa,america,A,1
chrysler,300 srt (mds),full-size,6.4,8.0,a5,Z,16.7,10.3,13.8,20.0,317.0,usa,america,A,1
dodge,dart turbo aero,mid-size,1.4,4.0,am6,X,8.4,5.9,7.3,39.0,168.0,usa,america,A,1
dodge,dart turbo aero,mid-size,1.4,4.0,m6,X,8.5,5.8,7.3,39.0,168.0,usa,america,M,0
dodge,dart turbo aero,mid-size,1.4,4.0,m6,X,8.5,5.8,7.3,39.0,171.0,usa,america,M,0
dodge,dart turbo aero,mid-size,1.4,4.0,am6,X,8.4,5.9,7.3,39.0,171.0,usa,america,A,1
dodge,dart ffv,mid-size,2.0,4.0,a6,E,13.3,9.3,11.5,25.0,184.0,usa,america,A,1
dodge,dart,mid-size,2.0,4.0,m6,X,9.4,6.5,8.1,35.0,186.0,usa,america,M,0
dodge,dart ffv,mid-size,2.0,4.0,a6,E,13.3,9.3,11.5,25.0,187.0,usa,america,A,1
dodge,dart,mid-size,2.0,4.0,m6,X,9.4,6.5,8.1,35.0,189.0,usa,america,M,0
dodge,dart ffv,mid-size,2.0,4.0,a6,E,14.2,9.8,12.2,23.0,195.0,usa,america,A,1
dodge,dart,mid-size,2.4,4.0,a6,X,10.1,6.8,8.6,33.0,198.0,usa,america,A,1
dodge,dart ffv,mid-size,2.0,4.0,a6,X,9.9,7.0,8.6,33.0,198.0,usa,america,A,1
dodge,dart ffv,mid-size,2.0,4.0,a6,X,9.9,7.0,8.6,33.0,201.0,usa,america,A,1
dodge,dart,mid-size,2.4,4.0,m6,X,10.5,6.7,8.8,32.0,202.0,usa,america,M,0
dodge,dart gt,mid-size,2.4,4.0,m6,X,10.2,7.0,8.8,32.0,202.0,usa,america,M,0
dodge,dart,mid-size,2.4,4.0,a6,X,10.1,6.8,8.6,33.0,202.0,usa,america,A,1
dodge,dart,mid-size,2.4,4.0,m6,X,10.5,6.7,8.8,32.0,205.0,usa,america,M,0
dodge,dart gt,mid-size,2.4,4.0,m6,X,10.2,7.0,8.8,32.0,207.0,usa,america,M,0
dodge,dart gt,mid-size,2.4,4.0,a6,X,10.6,7.5,9.2,31.0,212.0,usa,america,A,1
dodge,dart gt,mid-size,2.4,4.0,a6,X,10.6,7.5,9.2,31.0,215.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a8,E,16.8,10.3,13.9,20.0,222.0,usa,america,A,1
dodge,avenger,mid-size,2.4,4.0,a4,X,11.2,8.0,9.8,29.0,225.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a8,E,16.8,10.3,13.9,20.0,229.0,usa,america,A,1
dodge,avenger,mid-size,2.4,4.0,a6,X,12.0,7.6,10.0,28.0,230.0,usa,america,A,1
dodge,avenger ffv,mid-size,3.6,6.0,a6,E,17.0,11.2,14.4,20.0,230.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a8,E,17.1,10.6,14.2,20.0,234.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a8,X,12.3,7.6,10.2,28.0,235.0,usa,america,A,1
dodge,charger awd ffv,full-size,3.6,6.0,a8,E,17.3,11.7,14.8,19.0,237.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a8,X,12.4,7.7,10.3,27.0,237.0,usa,america,A,1
dodge,challenger,mid-size,3.6,6.0,a8,X,12.4,7.8,10.3,27.0,237.0,usa,america,A,1
dodge,charger,full-size,3.6,6.0,a8,X,12.4,7.7,10.3,27.0,237.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a8,X,12.4,7.7,10.3,27.0,240.0,usa,america,A,1
dodge,charger,full-size,3.6,6.0,a8,X,12.4,7.7,10.3,27.0,240.0,usa,america,A,1
dodge,challenger,mid-size,3.6,6.0,a8,X,12.4,7.8,10.3,27.0,242.0,usa,america,A,1
dodge,avenger ffv,mid-size,3.6,6.0,a6,X,12.5,8.1,10.5,27.0,242.0,usa,america,A,1
dodge,charger,full-size,3.6,6.0,a8,X,12.4,7.8,10.3,27.0,242.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a8,X,12.4,7.8,10.3,27.0,242.0,usa,america,A,1
dodge,charger awd ffv,full-size,3.6,6.0,a8,E,17.3,11.7,14.8,19.0,243.0,usa,america,A,1
dodge,charger awd ffv,full-size,3.6,6.0,a8,E,17.6,12.0,15.0,19.0,248.0,usa,america,A,1
dodge,challenger gt awd ffv,mid-size,3.6,6.0,a8,E,17.6,12.0,15.0,19.0,248.0,usa,america,A,1
dodge,durango awd ffv,suv - standard,3.6,6.0,a8,E,17.7,13.0,15.6,18.0,250.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a5,E,18.3,12.6,15.7,18.0,251.0,usa,america,A,1
dodge,charger awd ffv,full-size,3.6,6.0,a8,X,12.8,8.6,10.9,26.0,251.0,usa,america,A,1
dodge,charger awd,full-size,3.6,6.0,a8,X,12.8,8.6,10.9,26.0,251.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a5,E,18.7,12.4,15.9,18.0,254.0,usa,america,A,1
dodge,journey,suv - small,2.4,4.0,a4,X,12.7,9.1,11.1,25.0,255.0,usa,america,A,1
dodge,charger awd,full-size,3.6,6.0,a8,X,12.8,8.6,10.9,26.0,257.0,usa,america,A,1
dodge,charger awd ffv,full-size,3.6,6.0,a8,X,12.8,8.6,10.9,26.0,257.0,usa,america,A,1
dodge,charger awd,full-size,3.6,6.0,a8,X,12.8,8.7,11.0,26.0,258.0,usa,america,A,1
dodge,challenger,mid-size,3.6,6.0,a5,X,13.2,8.7,11.2,25.0,258.0,usa,america,A,1
dodge,challenger awd,mid-size,3.6,6.0,a8,X,12.8,8.7,11.0,26.0,258.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a5,X,13.2,8.7,11.2,25.0,258.0,usa,america,A,1
dodge,challenger gt,mid-size,3.6,6.0,a8,X,12.8,8.7,11.0,26.0,258.0,usa,america,A,1
dodge,challenger gt awd ffv,mid-size,3.6,6.0,a8,X,12.8,8.7,11.0,26.0,258.0,usa,america,A,1
dodge,challenger gt awd,mid-size,3.6,6.0,a8,X,12.8,8.7,11.0,26.0,258.0,usa,america,A,1
dodge,charger,full-size,3.6,6.0,a5,X,13.2,8.7,11.2,25.0,258.0,usa,america,A,1
dodge,charger awd ffv,full-size,3.6,6.0,a8,X,12.8,8.7,11.0,26.0,258.0,usa,america,A,1
dodge,journey ffv,suv - small,3.6,6.0,a6,E,18.9,12.9,16.2,17.0,259.0,usa,america,A,1
dodge,journey,suv - small,2.4,4.0,a4,X,12.7,9.1,11.1,25.0,260.0,usa,america,A,1
dodge,journey,suv - small,2.4,4.0,a4,X,12.7,9.2,11.1,25.0,261.0,usa,america,A,1
dodge,grand caravan ffv,minivan,3.6,6.0,a6,E,19.2,13.1,16.4,17.0,262.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a5,X,13.7,8.9,11.5,25.0,264.0,usa,america,A,1
dodge,grand caravan ffv,minivan,3.6,6.0,a6,E,19.2,13.1,16.5,17.0,264.0,usa,america,A,1
dodge,charger,full-size,3.6,6.0,a5,X,13.7,8.9,11.5,25.0,264.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a5,E,18.7,12.4,15.9,18.0,264.0,usa,america,A,1
dodge,durango awd,suv - standard,3.6,6.0,a8,X,12.8,9.5,11.3,25.0,265.0,usa,america,A,1
dodge,durango awd,suv - standard,3.6,6.0,a8,X,12.7,9.6,11.3,25.0,265.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a5,E,18.9,12.7,16.1,18.0,268.0,usa,america,A,1
dodge,grand caravan ffv,minivan,3.6,6.0,a6,E,19.2,13.1,16.4,17.0,269.0,usa,america,A,1
dodge,journey ffv,suv - small,3.6,6.0,a6,E,18.9,12.9,16.2,17.0,270.0,usa,america,A,1
dodge,charger,full-size,3.6,6.0,a5,X,13.7,8.9,11.5,25.0,271.0,usa,america,A,1
dodge,grand caravan ffv,minivan,3.6,6.0,a6,X,13.7,9.4,11.8,24.0,271.0,usa,america,A,1
dodge,charger,full-size,3.6,6.0,a5,X,13.7,9.0,11.6,24.0,271.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a5,X,13.7,9.0,11.6,24.0,271.0,usa,america,A,1
dodge,charger ffv,full-size,3.6,6.0,a5,X,13.7,8.9,11.5,25.0,271.0,usa,america,A,1
dodge,journey ffv,suv - small,3.6,6.0,a6,E,19.1,13.2,16.4,17.0,274.0,usa,america,A,1
dodge,grand caravan ffv,minivan,3.6,6.0,a6,E,19.4,13.3,16.7,17.0,274.0,usa,america,A,1
dodge,journey ffv,suv - small,3.6,6.0,a6,X,14.2,9.4,12.0,24.0,276.0,usa,america,A,1
dodge,grand caravan ffv,minivan,3.6,6.0,a6,X,13.7,9.4,11.8,24.0,276.0,usa,america,A,1
dodge,grand caravan,minivan,3.6,6.0,a6,X,13.7,9.4,11.8,24.0,276.0,usa,america,A,1
dodge,journey ffv,suv - small,3.6,6.0,a6,X,14.2,9.4,12.1,23.0,278.0,usa,america,A,1
dodge,durango awd ffv,suv - standard,3.6,6.0,a8,X,13.9,9.8,12.1,23.0,278.0,usa,america,A,1
dodge,journey ffv,suv - small,3.6,6.0,a6,X,14.2,9.4,12.1,23.0,283.0,usa,america,A,1
dodge,charger (mds),full-size,5.7,8.0,a8,X,14.8,9.3,12.3,23.0,283.0,usa,america,A,1
dodge,challenger (mds),mid-size,5.7,8.0,a8,X,14.8,9.3,12.3,23.0,283.0,usa,america,A,1
dodge,journey ffv,suv - small,3.6,6.0,a6,X,14.2,9.5,12.1,23.0,284.0,usa,america,A,1
dodge,journey awd,suv - small,3.6,6.0,a6,X,14.5,9.9,12.4,23.0,285.0,usa,america,A,1
dodge,challenger (mds),mid-size,5.7,8.0,a8,X,14.8,9.3,12.3,23.0,289.0,usa,america,A,1
dodge,charger (mds),full-size,5.7,8.0,a8,X,14.7,9.4,12.3,23.0,289.0,usa,america,A,1
dodge,challenger (mds),mid-size,5.7,8.0,a8,X,14.7,9.4,12.3,23.0,289.0,usa,america,A,1
dodge,charger (mds),full-size,5.7,8.0,a8,X,14.8,9.3,12.3,23.0,289.0,usa,america,A,1
dodge,journey awd,suv - small,3.6,6.0,a6,X,14.5,10.0,12.4,23.0,292.0,usa,america,A,1
dodge,journey awd,suv - small,3.6,6.0,a6,X,14.5,9.9,12.4,23.0,292.0,usa,america,A,1
dodge,charger (mds),full-size,5.7,8.0,a5,X,15.8,9.2,12.8,22.0,294.0,usa,america,A,1
dodge,challenger (mds),mid-size,5.7,8.0,a5,X,15.8,9.2,12.8,22.0,294.0,usa,america,A,1
dodge,charger (mds),full-size,5.7,8.0,a5,X,15.7,9.6,12.9,22.0,297.0,usa,america,A,1
dodge,charger srt 392 hemi,full-size,6.4,8.0,a8,Z,15.7,9.5,12.9,22.0,297.0,usa,america,A,1
dodge,challenger srt (mds),mid-size,6.4,8.0,a8,Z,15.7,9.5,12.9,22.0,297.0,usa,america,A,1
dodge,challenger (mds),mid-size,6.4,8.0,a8,Z,15.7,9.5,12.9,22.0,297.0,usa,america,A,1
dodge,challenger,mid-size,5.7,8.0,m6,X,15.6,10.0,13.1,22.0,301.0,usa,america,M,0
dodge,charger (mds),full-size,5.7,8.0,a5,X,15.6,9.7,12.9,22.0,302.0,usa,america,A,1
dodge,challenger srt (mds),mid-size,6.4,8.0,a8,Z,15.6,9.6,12.9,22.0,302.0,usa,america,A,1
dodge,challenger (mds),mid-size,6.4,8.0,a8,Z,15.7,9.5,12.9,22.0,302.0,usa,america,A,1
dodge,challenger (mds),mid-size,6.4,8.0,a8,Z,15.6,9.6,12.9,22.0,302.0,usa,america,A,1
dodge,charger (mds),full-size,5.7,8.0,a5,X,15.7,9.6,12.9,22.0,302.0,usa,america,A,1
dodge,charger srt (mds),full-size,6.4,8.0,a8,Z,15.6,9.6,12.9,22.0,302.0,usa,america,A,1
dodge,charger (mds),full-size,6.4,8.0,a8,Z,15.7,9.5,12.9,22.0,302.0,usa,america,A,1
dodge,charger (mds),full-size,6.4,8.0,a8,Z,15.6,9.6,12.9,22.0,302.0,usa,america,A,1
dodge,challenger srt (mds),mid-size,6.4,8.0,a8,Z,15.7,9.5,12.9,22.0,302.0,usa,america,A,1
dodge,charger srt (mds),full-size,6.4,8.0,a8,Z,15.7,9.5,12.9,22.0,302.0,usa,america,A,1
dodge,challenger (mds),mid-size,6.4,8.0,a8,Z,15.8,9.6,13.0,22.0,304.0,usa,america,A,1
dodge,charger (mds),full-size,6.4,8.0,a8,Z,15.8,9.6,13.0,22.0,304.0,usa,america,A,1
dodge,charger widebody (mds),full-size,6.4,8.0,a8,Z,15.8,9.6,13.0,22.0,305.0,usa,america,A,1
dodge,charger (mds),full-size,6.4,8.0,a8,Z,15.8,9.6,13.0,22.0,305.0,usa,america,A,1
dodge,challenger (mds),mid-size,6.4,8.0,a8,Z,15.8,9.6,13.0,22.0,305.0,usa,america,A,1
dodge,challenger widebody (mds),mid-size,6.4,8.0,a8,Z,15.8,9.6,13.0,22.0,305.0,usa,america,A,1
dodge,challenger,mid-size,5.7,8.0,m6,Z,15.6,10.1,13.1,22.0,307.0,usa,america,M,0
dodge,challenger,mid-size,5.7,8.0,m6,X,15.6,10.0,13.1,22.0,307.0,usa,america,M,0
dodge,charger awd (mds),full-size,5.7,8.0,a5,X,16.1,10.0,13.4,21.0,308.0,usa,america,A,1
dodge,charger awd,full-size,5.7,8.0,a5,X,16.0,10.1,13.3,21.0,312.0,usa,america,A,1
dodge,charger awd (mds),full-size,5.7,8.0,a5,X,16.0,10.1,13.3,21.0,312.0,usa,america,A,1
dodge,charger awd (mds),full-size,5.7,8.0,a5,X,16.1,10.0,13.4,21.0,313.0,usa,america,A,1
dodge,challenger srt (mds),mid-size,6.4,8.0,a5,Z,16.7,10.3,13.8,20.0,317.0,usa,america,A,1
dodge,charger srt (mds),full-size,6.4,8.0,a5,Z,16.7,10.3,13.8,20.0,317.0,usa,america,A,1
dodge,challenger srt,mid-size,6.4,8.0,m6,Z,16.8,10.4,13.9,20.0,320.0,usa,america,M,0
dodge,challenger,mid-size,6.4,8.0,m6,Z,16.8,10.4,13.9,20.0,320.0,usa,america,M,0
dodge,challenger,mid-size,6.4,8.0,m6,Z,16.7,10.4,13.9,20.0,325.0,usa,america,M,0
dodge,challenger widebody (mds),mid-size,6.4,8.0,m6,Z,16.7,10.4,13.9,20.0,325.0,usa,america,M,0
dodge,challenger srt,mid-size,6.4,8.0,m6,Z,16.7,10.4,13.9,20.0,325.0,usa,america,M,0
dodge,challenger srt,mid-size,6.4,8.0,m6,Z,16.8,10.4,13.9,20.0,326.0,usa,america,M,0
dodge,challenger,mid-size,6.4,8.0,m6,Z,16.8,10.4,13.9,20.0,326.0,usa,america,M,0
dodge,durango awd,suv - standard,5.7,8.0,a8,X,16.6,10.7,14.0,20.0,328.0,usa,america,A,1
dodge,durango awd (mds),suv - standard,5.7,8.0,a8,X,16.7,10.7,14.0,20.0,329.0,usa,america,A,1
dodge,durango awd (mds),suv - standard,5.7,8.0,a8,X,17.3,10.8,14.4,20.0,331.0,usa,america,A,1
dodge,durango awd,suv - standard,5.7,8.0,a8,X,16.7,10.9,14.1,20.0,331.0,usa,america,A,1
dodge,challenger srt hellcat,mid-size,6.2,8.0,a8,Z,18.0,10.7,14.7,19.0,338.0,usa,america,A,1
dodge,charger srt hellcat,full-size,6.2,8.0,a8,Z,18.0,10.7,14.7,19.0,338.0,usa,america,A,1
dodge,durango awd (mds),suv - standard,5.7,8.0,a8,X,17.3,11.5,14.7,19.0,338.0,usa,america,A,1
dodge,challenger srt hellcat,mid-size,6.2,8.0,a8,Z,17.6,10.7,14.5,19.0,339.0,usa,america,A,1
dodge,charger srt hellcat,full-size,6.2,8.0,a8,Z,17.6,10.7,14.5,19.0,339.0,usa,america,A,1
dodge,challenger srt demon,mid-size,6.2,8.0,a8,Z,17.6,10.7,14.5,19.0,339.0,usa,america,A,1
dodge,challenger srt hellcat redeye,mid-size,6.2,8.0,a8,Z,17.6,10.7,14.5,19.0,339.0,usa,america,A,1
dodge,challenger srt hellcat,mid-size,6.2,8.0,m6,Z,18.1,11.4,15.1,19.0,347.0,usa,america,M,0
dodge,challenger srt hellcat widebody,mid-size,6.2,8.0,m6,Z,18.1,11.4,15.1,19.0,352.0,usa,america,M,0
dodge,challenger srt hellcat,mid-size,6.2,8.0,m6,Z,18.1,11.4,15.1,19.0,352.0,usa,america,M,0
dodge,challenger srt hellcat,mid-size,6.2,8.0,m6,Z,18.1,11.4,15.1,19.0,353.0,usa,america,M,0
dodge,challenger srt hellcat widebody,mid-size,6.2,8.0,a8,Z,18.6,11.2,15.3,18.0,358.0,usa,america,A,1
dodge,viper srt coupe,two-seater,8.4,10.0,m6,Z,19.4,11.3,15.8,18.0,363.0,usa,america,M,0
dodge,durango awd srt,suv - standard,6.4,8.0,a8,Z,18.3,12.2,15.6,18.0,363.0,usa,america,A,1
dodge,viper srt,two-seater,8.4,10.0,m6,Z,19.2,11.3,15.6,18.0,364.0,usa,america,M,0
dodge,charger srt hellcat widebody,full-size,6.2,8.0,a8,Z,19.0,11.5,15.6,18.0,368.0,usa,america,A,1
dodge,viper,two-seater,8.4,10.0,m6,Z,19.9,12.6,16.6,17.0,387.0,usa,america,M,0
fiat,500 hatchback,minicompact,1.4,4.0,m5,X,7.6,5.9,6.8,42.0,156.0,italy,europe,M,0
fiat,500 hatchback,minicompact,1.4,4.0,m5,X,7.6,5.9,6.8,42.0,160.0,italy,europe,M,0
fiat,500 hatchback,minicompact,1.4,4.0,m5,X,7.7,6.1,7.0,40.0,163.0,italy,europe,M,0
fiat,500 cabrio,minicompact,1.4,4.0,m5,X,7.9,6.3,7.2,39.0,166.0,italy,europe,M,0
fiat,500 cabrio,minicompact,1.4,4.0,m5,X,7.9,6.3,7.2,39.0,168.0,italy,europe,M,0
fiat,500 cabrio,minicompact,1.4,4.0,m5,X,8.0,6.5,7.3,39.0,171.0,italy,europe,M,0
fiat,500 abarth cabrio,minicompact,1.4,4.0,m5,X,8.5,6.9,7.8,36.0,179.0,italy,europe,M,0
fiat,500 hatchback turbo,minicompact,1.4,4.0,m5,X,8.5,6.9,7.8,36.0,179.0,italy,europe,M,0
fiat,500 cabrio turbo,minicompact,1.4,4.0,m5,X,8.5,6.9,7.8,36.0,179.0,italy,europe,M,0
fiat,500 abarth hatchback,minicompact,1.4,4.0,m5,X,8.5,6.9,7.8,36.0,179.0,italy,europe,M,0
fiat,500 hatchback,minicompact,1.4,4.0,a6,X,8.7,6.9,7.9,36.0,182.0,italy,europe,A,1
fiat,500 abarth,minicompact,1.4,4.0,m5,X,8.4,7.0,7.8,36.0,182.0,italy,europe,M,0
fiat,500 cabrio,minicompact,1.4,4.0,a6,X,8.7,6.9,7.9,36.0,182.0,italy,europe,A,1
fiat,500,minicompact,1.4,4.0,m5,X,8.4,7.0,7.8,36.0,182.0,italy,europe,M,0
fiat,500 hatchback,minicompact,1.4,4.0,a6,X,8.7,6.9,7.9,36.0,183.0,italy,europe,A,1
fiat,500 hatchback turbo,minicompact,1.4,4.0,m5,X,8.5,6.9,7.8,36.0,183.0,italy,europe,M,0
fiat,500 abarth hatchback,minicompact,1.4,4.0,m5,X,8.5,6.9,7.8,36.0,183.0,italy,europe,M,0
fiat,500 cabrio,minicompact,1.4,4.0,a6,X,8.7,6.9,7.9,36.0,183.0,italy,europe,A,1
fiat,500 abarth cabrio,minicompact,1.4,4.0,m5,X,8.5,6.9,7.8,36.0,183.0,italy,europe,M,0
fiat,124 spider,two-seater,1.4,4.0,m6,X,9.0,6.7,7.9,36.0,185.0,italy,europe,M,0
fiat,500 abarth cabrio,minicompact,1.4,4.0,m5,X,8.5,7.1,7.9,36.0,186.0,italy,europe,M,0
fiat,500 hatchback,minicompact,1.4,4.0,a6,X,8.7,7.1,8.0,35.0,186.0,italy,europe,A,1
fiat,500,minicompact,1.4,4.0,m5,X,8.5,7.1,7.9,36.0,186.0,italy,europe,M,0
fiat,500 cabrio,minicompact,1.4,4.0,a6,X,8.7,7.1,8.0,35.0,186.0,italy,europe,A,1
fiat,500 abarth hatchback,minicompact,1.4,4.0,m5,X,8.5,7.1,7.9,36.0,186.0,italy,europe,M,0
fiat,124 spider,two-seater,1.4,4.0,a6,X,9.3,6.5,8.0,35.0,187.0,italy,europe,A,1
fiat,500l,station wagon - small,1.4,4.0,m6,X,9.3,7.1,8.3,34.0,191.0,italy,europe,M,0
fiat,500l turbo,station wagon - small,1.4,4.0,m6,X,9.3,7.2,8.4,34.0,193.0,italy,europe,M,0
fiat,500l,station wagon - small,1.4,4.0,m6,X,9.3,7.1,8.3,34.0,194.0,italy,europe,M,0
fiat,500x,suv - small,1.4,4.0,m6,X,9.5,6.9,8.3,34.0,194.0,italy,europe,M,0
fiat,500x,suv - small,1.4,4.0,m6,X,9.5,7.1,8.4,34.0,197.0,italy,europe,M,0
fiat,500 hatchback turbo,minicompact,1.4,4.0,a6,X,9.6,7.3,8.6,33.0,198.0,italy,europe,A,1
fiat,500 abarth hatchback,minicompact,1.4,4.0,a6,X,9.6,7.3,8.6,33.0,198.0,italy,europe,A,1
fiat,500 abarth cabrio,minicompact,1.4,4.0,a6,X,9.6,7.3,8.6,33.0,198.0,italy,europe,A,1
fiat,500 abarth cabrio,minicompact,1.4,4.0,a6,X,9.6,7.3,8.6,33.0,200.0,italy,europe,A,1
fiat,500l,station wagon - small,1.4,4.0,am6,X,9.9,7.2,8.7,32.0,200.0,italy,europe,A,1
fiat,500 hatchback turbo,minicompact,1.4,4.0,a6,X,9.6,7.3,8.6,33.0,200.0,italy,europe,A,1
fiat,500 abarth hatchback,minicompact,1.4,4.0,a6,X,9.6,7.3,8.6,33.0,200.0,italy,europe,A,1
fiat,500l turbo,station wagon - small,1.4,4.0,am6,X,10.0,7.2,8.7,32.0,200.0,italy,europe,A,1
fiat,500 abarth hatchback,minicompact,1.4,4.0,a6,X,9.7,7.4,8.7,32.0,202.0,italy,europe,A,1
fiat,500,minicompact,1.4,4.0,a6,X,9.7,7.4,8.7,32.0,202.0,italy,europe,A,1
fiat,500 abarth cabrio,minicompact,1.4,4.0,a6,X,9.7,7.4,8.7,32.0,202.0,italy,europe,A,1
fiat,500 abarth,minicompact,1.4,4.0,a6,X,9.7,7.4,8.7,32.0,202.0,italy,europe,A,1
fiat,500l,station wagon - small,1.4,4.0,am6,X,9.9,7.2,8.7,32.0,203.0,italy,europe,A,1
fiat,500,minicompact,1.4,4.0,a6,X,9.7,7.4,8.7,32.0,203.0,italy,europe,A,1
fiat,500x awd,suv - small,1.3,4.0,a9,X,10.0,7.9,9.1,31.0,213.0,italy,europe,A,1
fiat,500l,station wagon - small,1.4,4.0,a6,X,10.6,7.8,9.4,30.0,216.0,italy,europe,A,1
fiat,500x,suv - small,2.4,4.0,a9,X,10.6,7.6,9.3,30.0,217.0,italy,europe,A,1
fiat,500l,station wagon - small,1.4,4.0,a6,X,10.6,7.8,9.4,30.0,218.0,italy,europe,A,1
fiat,500x,suv - small,2.4,4.0,a9,X,10.7,7.7,9.3,30.0,219.0,italy,europe,A,1
fiat,500x,suv - small,2.4,4.0,a9,X,10.7,7.8,9.4,30.0,220.0,italy,europe,A,1
fiat,500l,station wagon - small,1.4,4.0,a6,X,10.7,7.9,9.4,30.0,221.0,italy,europe,A,1
fiat,500x awd,suv - small,2.4,4.0,a9,X,11.0,7.9,9.6,29.0,224.0,italy,europe,A,1
fiat,500x awd,suv - small,2.4,4.0,a9,X,11.0,8.0,9.7,29.0,226.0,italy,europe,A,1
ford,fusion hybrid,mid-size,2.0,4.0,av,X,5.3,5.7,5.5,51.0,126.0,usa,america,A,1
ford,fusion hybrid,mid-size,2.0,4.0,av,X,5.4,5.8,5.5,51.0,126.0,usa,america,A,1
ford,fusion hybrid,mid-size,2.0,4.0,av,X,5.4,5.7,5.5,51.0,130.0,usa,america,A,1
ford,fusion hybrid,mid-size,2.0,4.0,av,X,5.5,5.7,5.6,50.0,131.0,usa,america,A,1
ford,fusion hybrid,mid-size,2.0,4.0,av,X,5.5,5.6,5.6,50.0,131.0,usa,america,A,1
ford,escape hybrid,suv - small,2.5,4.0,av,X,5.4,6.3,5.8,49.0,136.0,usa,america,A,1
ford,c-max hybrid,full-size,2.0,4.0,av,X,5.7,6.2,5.9,48.0,138.0,usa,america,A,1
ford,c-max hybrid,full-size,2.0,4.0,av,X,5.6,6.4,6.0,47.0,138.0,usa,america,A,1
ford,escape hybrid awd,suv - small,2.5,4.0,av,X,5.5,6.4,5.9,48.0,139.0,usa,america,A,1
ford,c-max hybrid,full-size,2.0,4.0,av,X,5.6,6.4,6.0,47.0,140.0,usa,america,A,1
