Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Country,Continent,Automatic / Manual,A/M digital
lamborghini,veneno roadster,two-seater,6.5,12.0,am7,Z,22.1,13.9,18.4,15.0,423.0,italy,europe,A,1
lamborghini,aventador coupe,two-seater,6.5,12.0,am7,Z,22.2,12.7,17.9,16.0,428.0,italy,europe,A,1
lamborghini,aventador roadster,two-seater,6.5,12.0,am7,Z,23.0,13.5,18.7,15.0,438.0,italy,europe,A,1
lamborghini,aventador roadster,two-seater,6.5,12.0,am7,Z,23.6,14.1,19.3,15.0,452.0,italy,europe,A,1
lamborghini,aventador roadster,two-seater,6.5,12.0,am7,Z,24.0,14.5,19.7,14.0,453.0,italy,europe,A,1
lamborghini,aventador coupe,two-seater,6.5,12.0,am7,Z,23.8,14.1,19.4,15.0,454.0,italy,europe,A,1
lamborghini,aventador s coupe,two-seater,6.5,12.0,am7,Z,23.8,14.1,19.4,15.0,454.0,italy,europe,A,1
lamborghini,aventador roadster lp 740,two-seater,6.5,12.0,am7,Z,23.9,14.5,19.7,14.0,461.0,italy,europe,A,1
lamborghini,aventador coupe lp 740,two-seater,6.5,12.0,am7,Z,23.9,14.5,19.7,14.0,461.0,italy,europe,A,1
lamborghini,aventador s roadster,two-seater,6.5,12.0,am7,Z,24.2,14.5,19.8,14.0,464.0,italy,europe,A,1
lamborghini,aventador roadster,two-seater,6.5,12.0,am7,Z,24.2,14.5,19.8,14.0,464.0,italy,europe,A,1
lamborghini,aventador coupe,two-seater,6.5,12.0,am7,Z,26.2,15.5,21.4,13.0,485.0,italy,europe,A,1
lamborghini,aventador coupe,two-seater,6.5,12.0,am7,Z,26.3,15.6,21.5,13.0,487.0,italy,europe,A,1
lamborghini,aventador roadster,two-seater,6.5,12.0,am7,Z,26.6,15.8,21.7,13.0,493.0,italy,europe,A,1
land rover,range rover evoque,suv - small,2.0,4.0,as9,Z,11.3,7.9,9.7,29.0,223.0,great britain,europe,A,1
land rover,range rover evoque coupe,suv - small,2.0,4.0,as9,Z,11.3,7.9,9.7,29.0,223.0,great britain,europe,A,1
land rover,range rover evoque coupe,suv - small,2.0,4.0,as9,Z,11.3,7.9,9.8,29.0,225.0,great britain,europe,A,1
land rover,range rover evoque,suv - small,2.0,4.0,as9,Z,10.9,8.0,9.6,29.0,225.0,great britain,europe,A,1
land rover,range rover evoque,suv - small,2.0,4.0,as9,Z,11.3,7.9,9.8,29.0,225.0,great britain,europe,A,1
land rover,range rover evoque,suv - small,2.0,4.0,as9,Z,11.3,7.9,9.7,29.0,229.0,great britain,europe,A,1
land rover,range rover velar d180,suv - small,2.0,4.0,as8,D,9.2,7.8,8.5,33.0,229.0,great britain,europe,A,1
land rover,range rover velar,suv - small,2.0,4.0,as8,D,9.2,7.8,8.5,33.0,229.0,great britain,europe,A,1
land rover,range rover evoque convertible,suv - small,2.0,4.0,as9,Z,11.2,8.2,9.8,29.0,231.0,great britain,europe,A,1
land rover,range rover evoque,suv - small,2.0,4.0,as9,Z,11.3,8.0,9.8,29.0,231.0,great britain,europe,A,1
land rover,range rover velar p250,suv - small,2.0,4.0,as8,Z,11.2,8.9,10.2,28.0,238.0,great britain,europe,A,1
land rover,range rover evoque p300,suv - small,2.0,4.0,as9,Z,11.4,8.9,10.3,27.0,242.0,great britain,europe,A,1
land rover,range rover evoque convertible,suv - small,2.0,4.0,as9,Z,12.0,8.5,10.4,27.0,243.0,great britain,europe,A,1
land rover,range rover evoque p250,suv - small,2.0,4.0,as9,Z,11.8,8.7,10.4,27.0,245.0,great britain,europe,A,1
land rover,discovery sport,suv - small,2.0,4.0,as9,Z,11.4,9.3,10.5,27.0,246.0,great britain,europe,A,1
land rover,discovery sport,suv - small,2.0,4.0,as9,Z,11.9,9.0,10.6,27.0,248.0,great britain,europe,A,1
land rover,range rover velar p300,suv - small,2.0,4.0,as8,Z,11.7,9.2,10.6,27.0,248.0,great britain,europe,A,1
land rover,discovery sport,suv - small,2.0,4.0,as9,Z,12.0,9.2,10.7,26.0,252.0,great britain,europe,A,1
land rover,range rover sport td6 diesel,suv - standard,3.0,6.0,as8,D,10.6,8.1,9.4,30.0,254.0,great britain,europe,A,1
land rover,range rover td6 diesel,suv - standard,3.0,6.0,as8,D,10.6,8.1,9.4,30.0,254.0,great britain,europe,A,1
land rover,range rover sport td6 diesel,suv - standard,3.0,6.0,as8,D,10.7,8.3,9.6,29.0,256.0,great britain,europe,A,1
land rover,range rover td6 diesel,suv - standard,3.0,6.0,as8,D,10.7,8.3,9.6,29.0,256.0,great britain,europe,A,1
land rover,range rover 3.0,suv - standard,3.0,6.0,as8,Z,12.2,9.4,11.0,26.0,258.0,great britain,europe,A,1
land rover,discovery sport p290,suv - small,2.0,4.0,as9,Z,12.3,9.8,11.1,25.0,262.0,great britain,europe,A,1
land rover,range rover sport 3.0,suv - standard,3.0,6.0,as8,Z,12.6,9.6,11.3,25.0,264.0,great britain,europe,A,1
land rover,discovery sport p250,suv - small,2.0,4.0,as9,Z,12.6,9.7,11.3,25.0,266.0,great britain,europe,A,1
land rover,range rover velar p380,suv - small,3.0,6.0,as8,Z,13.0,10.0,11.6,24.0,273.0,great britain,europe,A,1
land rover,range rover velar,suv - small,3.0,6.0,as8,Z,13.0,10.0,11.6,24.0,273.0,great britain,europe,A,1
land rover,range rover velar p340,suv - small,3.0,6.0,as8,Z,13.0,10.0,11.6,24.0,273.0,great britain,europe,A,1
land rover,lr2,suv - small,2.0,4.0,as6,Z,13.5,9.9,11.9,24.0,274.0,great britain,europe,A,1
land rover,range rover v6 3.0 sc ffv,suv - standard,3.0,6.0,as8,E,19.4,14.8,17.3,16.0,277.0,great britain,europe,A,1
land rover,range rover sport v6 3.0 sc ffv,suv - standard,3.0,6.0,as8,E,19.4,14.9,17.4,16.0,278.0,great britain,europe,A,1
land rover,discovery td6 diesel,suv - standard,3.0,6.0,as8,D,11.3,9.2,10.4,27.0,279.0,great britain,europe,A,1
land rover,range rover v6 3.0 sc ffv,suv - standard,3.0,6.0,as8,Z,14.1,10.1,12.3,23.0,283.0,great britain,europe,A,1
land rover,range rover,suv - standard,3.0,6.0,as8,Z,13.9,10.4,12.3,23.0,283.0,great britain,europe,A,1
land rover,range rover v6 3.0 sc,suv - standard,3.0,6.0,as8,Z,14.1,10.1,12.3,23.0,283.0,great britain,europe,A,1
land rover,range rover sport,suv - standard,3.0,6.0,as8,Z,14.0,10.5,12.4,23.0,285.0,great britain,europe,A,1
land rover,range rover sport v6 3.0 sc ffv,suv - standard,3.0,6.0,as8,Z,14.2,10.2,12.4,23.0,285.0,great britain,europe,A,1
land rover,range rover sport v6 3.0 sc,suv - standard,3.0,6.0,as8,Z,14.2,10.2,12.4,23.0,285.0,great britain,europe,A,1
land rover,range rover 3.0,suv - standard,3.0,6.0,as8,Z,14.1,10.3,12.4,23.0,291.0,great britain,europe,A,1
land rover,range rover,suv - standard,3.0,6.0,as8,Z,14.2,10.2,12.4,23.0,291.0,great britain,europe,A,1
land rover,range rover sport 3.0,suv - standard,3.0,6.0,as8,Z,14.1,10.3,12.4,23.0,291.0,great britain,europe,A,1
land rover,range rover sport,suv - standard,3.0,6.0,as8,Z,14.2,10.2,12.4,23.0,291.0,great britain,europe,A,1
land rover,range rover sport supercharged,suv - standard,5.0,8.0,as8,Z,14.1,10.7,12.6,22.0,294.0,great britain,europe,A,1
land rover,range rover 5.0 supercharged,suv - standard,5.0,8.0,as8,Z,14.4,11.3,13.0,22.0,305.0,great britain,europe,A,1
land rover,range rover 5.0 supercharged,suv - standard,5.0,8.0,as8,Z,14.4,11.2,12.9,22.0,305.0,great britain,europe,A,1
land rover,range rover 5.0 supercharged lwb,suv - standard,5.0,8.0,as8,Z,14.4,11.3,13.0,22.0,305.0,great britain,europe,A,1
land rover,discovery,suv - standard,3.0,6.0,as8,Z,14.8,11.4,13.3,21.0,311.0,great britain,europe,A,1
land rover,range rover velar svautobiography dynamic,suv - small,5.0,8.0,as8,Z,15.2,11.5,13.5,21.0,318.0,great britain,europe,A,1
land rover,lr4,suv - standard,3.0,6.0,as8,Z,16.2,12.1,14.3,20.0,329.0,great britain,europe,A,1
land rover,range rover sport v8 5.0 sc ffv,suv - standard,5.0,8.0,as8,E,24.0,16.6,20.7,14.0,331.0,great britain,europe,A,1
land rover,range rover sport supercharged,suv - standard,5.0,8.0,as8,E,24.0,16.6,20.7,14.0,331.0,great britain,europe,A,1
land rover,lr4,suv - standard,3.0,6.0,as8,Z,16.3,12.4,14.5,19.0,334.0,great britain,europe,A,1
land rover,lr4,suv - standard,3.0,6.0,as8,Z,16.2,12.1,14.3,20.0,336.0,great britain,europe,A,1
land rover,range rover sport svr,suv - standard,5.0,8.0,as8,Z,16.2,12.0,14.3,20.0,336.0,great britain,europe,A,1
land rover,range rover sport v8 5.0 sc ffv,suv - standard,5.0,8.0,as8,Z,16.6,12.3,14.7,19.0,338.0,great britain,europe,A,1
land rover,range rover sport supercharged,suv - standard,5.0,8.0,as8,Z,16.6,12.3,14.7,19.0,338.0,great britain,europe,A,1
land rover,range rover supercharged lwb,suv - standard,5.0,8.0,as8,E,25.0,16.9,21.4,13.0,342.0,great britain,europe,A,1
land rover,range rover supercharged,suv - standard,5.0,8.0,as8,E,25.0,16.9,21.4,13.0,342.0,great britain,europe,A,1
land rover,range rover v8 5.0 sc ffv,suv - standard,5.0,8.0,as8,E,25.0,16.9,21.4,13.0,342.0,great britain,europe,A,1
land rover,range rover lwb v8 5.0 sc ffv,suv - standard,5.0,8.0,as8,E,25.0,16.9,21.4,13.0,342.0,great britain,europe,A,1
land rover,range rover sport supercharged,suv - standard,5.0,8.0,as8,Z,16.6,12.3,14.7,19.0,344.0,great britain,europe,A,1
land rover,range rover sport v8 5.0 sc,suv - standard,5.0,8.0,as8,Z,17.3,12.2,15.0,19.0,345.0,great britain,europe,A,1
land rover,range rover lwb v8 5.0 sc ffv,suv - standard,5.0,8.0,as8,Z,17.2,12.5,15.1,19.0,347.0,great britain,europe,A,1
land rover,range rover supercharged,suv - standard,5.0,8.0,as8,Z,17.2,12.5,15.1,19.0,347.0,great britain,europe,A,1
land rover,range rover v8 5.0 sc ffv,suv - standard,5.0,8.0,as8,Z,17.2,12.5,15.1,19.0,347.0,great britain,europe,A,1
land rover,range rover supercharged lwb,suv - standard,5.0,8.0,as8,Z,17.2,12.5,15.1,19.0,347.0,great britain,europe,A,1
land rover,range rover lwb v8 5.0 sc,suv - standard,5.0,8.0,as8,Z,18.0,12.2,15.4,18.0,354.0,great britain,europe,A,1
land rover,range rover v8 5.0 sc,suv - standard,5.0,8.0,as8,Z,18.0,12.2,15.4,18.0,354.0,great britain,europe,A,1
land rover,range rover svautobiography dynamic,suv - standard,5.0,8.0,as8,Z,17.1,12.6,15.1,19.0,354.0,great britain,europe,A,1
land rover,range rover supercharged,suv - standard,5.0,8.0,as8,Z,17.2,12.5,15.1,19.0,356.0,great britain,europe,A,1
land rover,range rover supercharged lwb,suv - standard,5.0,8.0,as8,Z,17.2,12.5,15.1,19.0,356.0,great britain,europe,A,1
land rover,range rover svautobiography lwb,suv - standard,5.0,8.0,as8,Z,17.9,12.7,15.5,18.0,365.0,great britain,europe,A,1
lexus,es 300h,mid-size,2.5,4.0,av6,X,5.5,5.2,5.3,53.0,124.0,japan,asia,A,1
lexus,es 300h,mid-size,2.5,4.0,as6,X,5.5,5.2,5.3,53.0,124.0,japan,asia,A,1
lexus,ct 200h,compact,1.8,4.0,av,X,5.5,5.8,5.6,50.0,129.0,japan,asia,A,1
lexus,ux 250h,compact,2.0,4.0,av6,X,5.5,5.7,5.6,50.0,130.0,japan,asia,A,1
lexus,ct 200h,compact,1.8,4.0,av,X,5.5,5.9,5.7,50.0,131.0,japan,asia,A,1
lexus,ct 200h,compact,1.8,4.0,av,X,5.5,5.9,5.7,50.0,132.0,japan,asia,A,1
lexus,es 300h,mid-size,2.5,4.0,av6,X,5.8,6.1,5.9,48.0,136.0,japan,asia,A,1
lexus,es 300h,mid-size,2.5,4.0,av6,X,5.8,6.2,6.0,47.0,138.0,japan,asia,A,1
lexus,es 300h,mid-size,2.5,4.0,av6,X,5.8,6.1,5.9,48.0,139.0,japan,asia,A,1
lexus,ux 250h awd,compact,2.0,4.0,av6,X,5.7,6.2,6.0,47.0,140.0,japan,asia,A,1
lexus,ux 200,mid-size,2.0,4.0,as10,X,8.0,6.3,7.2,39.0,168.0,japan,asia,A,1
lexus,nx 300h awd,suv - small,2.5,4.0,av6,X,7.1,7.7,7.4,38.0,170.0,japan,asia,A,1
lexus,nx 300h awd,suv - small,2.5,4.0,av6,X,7.1,7.7,7.4,38.0,172.0,japan,asia,A,1
lexus,gs 450h,mid-size,3.5,6.0,av8,Z,8.0,6.9,7.5,38.0,172.0,japan,asia,A,1
lexus,gs 450h,mid-size,3.5,6.0,av8,Z,7.7,7.4,7.6,37.0,175.0,japan,asia,A,1
lexus,nx 300h awd,suv - small,2.5,4.0,av6,X,7.2,7.9,7.5,38.0,176.0,japan,asia,A,1
lexus,gs 450h,mid-size,3.5,6.0,av8,Z,8.0,6.9,7.5,38.0,176.0,japan,asia,A,1
lexus,gs 450h,mid-size,3.5,6.0,av8,Z,8.1,6.9,7.6,37.0,177.0,japan,asia,A,1
lexus,rx 450h awd,suv - standard,3.5,6.0,av6,Z,7.5,8.4,7.9,36.0,185.0,japan,asia,A,1
lexus,rx 450h awd,suv - standard,3.5,6.0,av6,Z,7.7,8.2,8.0,35.0,186.0,japan,asia,A,1
lexus,lc 500h,subcompact,3.5,6.0,av10,Z,8.9,7.0,8.0,35.0,187.0,japan,asia,A,1
lexus,lc 500h,subcompact,3.5,6.0,av10,Z,9.0,7.1,8.1,35.0,189.0,japan,asia,A,1
lexus,rx 450h awd,suv - small,3.5,6.0,av6,Z,8.0,8.5,8.2,34.0,189.0,japan,asia,A,1
lexus,rx 450h awd,suv - small,3.5,6.0,av6,Z,7.9,8.6,8.2,34.0,189.0,japan,asia,A,1
lexus,rx 450h l awd,suv - standard,3.5,6.0,av6,Z,8.1,8.4,8.1,35.0,190.0,japan,asia,A,1
lexus,ls 500h,mid-size,3.5,6.0,av10,Z,9.4,7.1,8.4,34.0,195.0,japan,asia,A,1
lexus,es 350,mid-size,3.5,6.0,as8,X,10.6,7.2,9.1,31.0,211.0,japan,asia,A,1
lexus,ls 500h awd,mid-size,3.5,6.0,av10,Z,10.3,7.6,9.1,31.0,211.0,japan,asia,A,1
lexus,gs 200t,mid-size,2.0,4.0,as8,Z,10.6,7.2,9.0,31.0,212.0,japan,asia,A,1
lexus,is 200t,compact,2.0,4.0,as8,Z,10.6,7.2,9.0,31.0,212.0,japan,asia,A,1
lexus,es 350,mid-size,3.5,6.0,as8,X,10.7,7.2,9.1,31.0,213.0,japan,asia,A,1
lexus,rc 200t,subcompact,2.0,4.0,as8,Z,10.6,7.4,9.0,31.0,214.0,japan,asia,A,1
lexus,ls 500h awd,mid-size,3.5,6.0,av10,Z,10.3,7.7,9.1,31.0,214.0,japan,asia,A,1
lexus,is 300,compact,2.0,4.0,as8,Z,10.6,7.3,9.1,31.0,214.0,japan,asia,A,1
lexus,is 200t,compact,2.0,4.0,as8,Z,10.6,7.3,9.1,31.0,214.0,japan,asia,A,1
lexus,es 350 f sport,mid-size,3.5,6.0,as8,X,10.9,7.5,9.4,30.0,219.0,japan,asia,A,1
lexus,is 300,compact,2.0,4.0,as8,Z,11.0,7.6,9.5,30.0,220.0,japan,asia,A,1
lexus,es 350,mid-size,3.5,6.0,as6,X,11.3,7.6,9.6,29.0,221.0,japan,asia,A,1
lexus,nx 200t awd,suv - small,2.0,4.0,as6,Z,10.6,8.4,9.6,29.0,221.0,japan,asia,A,1
lexus,es 350,mid-size,3.5,6.0,as6,X,11.3,7.5,9.6,29.0,221.0,japan,asia,A,1
lexus,is 250,compact,2.5,6.0,as6,Z,11.1,7.8,9.6,29.0,221.0,japan,asia,A,1
lexus,is 250 c,subcompact,2.5,6.0,as6,Z,11.2,7.8,9.6,29.0,221.0,japan,asia,A,1
lexus,is 250,compact,2.5,6.0,as6,Z,11.2,7.8,9.7,29.0,223.0,japan,asia,A,1
lexus,is 250 c,subcompact,2.5,6.0,as6,Z,11.2,7.8,9.7,29.0,223.0,japan,asia,A,1
lexus,nx 200t awd,suv - small,2.0,4.0,as6,Z,10.6,8.4,9.6,29.0,225.0,japan,asia,A,1
lexus,es 350,mid-size,3.5,6.0,as6,X,11.4,7.6,9.7,29.0,225.0,japan,asia,A,1
lexus,nx 200t awd,suv - small,2.0,4.0,as6,Z,10.7,8.5,9.7,29.0,226.0,japan,asia,A,1
lexus,es 350,mid-size,3.5,6.0,as6,X,11.4,7.7,9.7,29.0,226.0,japan,asia,A,1
lexus,nx 300 awd,suv - small,2.0,4.0,as6,Z,10.6,8.5,9.7,29.0,226.0,japan,asia,A,1
lexus,nx 300 awd,suv - small,2.0,4.0,as6,Z,10.7,8.5,9.7,29.0,226.0,japan,asia,A,1
lexus,gs 200t f sport,mid-size,2.0,4.0,as8,Z,11.3,7.8,9.7,29.0,227.0,japan,asia,A,1
lexus,nx 200t awd f sport,suv - small,2.0,4.0,as6,Z,10.8,8.8,9.9,29.0,228.0,japan,asia,A,1
lexus,nx 200t awd f sport,suv - small,2.0,4.0,as6,Z,10.8,8.8,9.9,29.0,231.0,japan,asia,A,1
lexus,nx 300 awd f sport,suv - small,2.0,4.0,as6,Z,10.8,8.9,9.9,29.0,232.0,japan,asia,A,1
lexus,nx 200t awd f sport,suv - small,2.0,4.0,as6,Z,10.8,8.9,9.9,29.0,232.0,japan,asia,A,1
lexus,gs 350,mid-size,3.5,6.0,as8,Z,11.9,8.1,10.2,28.0,237.0,japan,asia,A,1
lexus,gs 350,mid-size,3.5,6.0,as8,Z,12.1,8.3,10.4,27.0,239.0,japan,asia,A,1
lexus,is 250 awd,compact,2.5,6.0,as6,Z,11.8,8.7,10.4,27.0,239.0,japan,asia,A,1
lexus,ls 500,mid-size,3.4,6.0,as10,Z,12.2,7.8,10.2,28.0,240.0,japan,asia,A,1
lexus,is 350 c,subcompact,3.5,6.0,as6,Z,12.2,8.7,10.6,27.0,244.0,japan,asia,A,1
lexus,is 350,compact,3.5,6.0,as8,Z,12.3,8.5,10.6,27.0,244.0,japan,asia,A,1
lexus,is 350,compact,3.5,6.0,as8,Z,12.2,8.7,10.6,27.0,244.0,japan,asia,A,1
lexus,rc 350,subcompact,3.5,6.0,as8,Z,12.3,8.5,10.6,27.0,244.0,japan,asia,A,1
lexus,is 350 c,subcompact,3.5,6.0,as6,Z,12.1,8.7,10.6,27.0,244.0,japan,asia,A,1
lexus,gs 350,mid-size,3.5,6.0,as8,Z,12.3,8.5,10.6,27.0,244.0,japan,asia,A,1
lexus,rc 350,subcompact,3.5,6.0,as8,Z,12.3,8.5,10.6,27.0,246.0,japan,asia,A,1
lexus,is 350,compact,3.5,6.0,as8,Z,12.3,8.5,10.6,27.0,246.0,japan,asia,A,1
lexus,gs 350 f sport,mid-size,3.5,6.0,as8,Z,12.5,8.6,10.7,26.0,251.0,japan,asia,A,1
lexus,rx 350 awd,suv - small,3.5,6.0,as8,X,12.2,8.9,10.7,26.0,251.0,japan,asia,A,1
lexus,rx 350 awd,suv - small,3.5,6.0,as8,X,12.2,9.0,10.8,26.0,252.0,japan,asia,A,1
lexus,rc 350 awd,subcompact,3.5,6.0,as6,Z,12.6,9.1,11.0,26.0,253.0,japan,asia,A,1
lexus,gs 350 awd,mid-size,3.5,6.0,as6,Z,12.5,9.1,11.0,26.0,253.0,japan,asia,A,1
lexus,is 350 awd,compact,3.5,6.0,as6,Z,12.6,9.1,11.0,26.0,253.0,japan,asia,A,1
lexus,gs 350 awd,mid-size,3.5,6.0,as6,Z,12.6,9.1,11.0,26.0,253.0,japan,asia,A,1
lexus,is 350 awd,compact,3.5,6.0,as6,Z,12.5,9.1,11.0,26.0,253.0,japan,asia,A,1
lexus,is 350 awd,compact,3.5,6.0,as6,Z,12.3,9.1,10.9,26.0,254.0,japan,asia,A,1
lexus,is 300 awd,compact,3.5,6.0,as6,Z,12.3,9.1,10.9,26.0,254.0,japan,asia,A,1
lexus,gs 350 awd,mid-size,3.5,6.0,as6,Z,12.3,9.1,10.9,26.0,254.0,japan,asia,A,1
lexus,gs 350 awd,mid-size,3.5,6.0,as6,Z,12.4,9.0,10.9,26.0,254.0,japan,asia,A,1
lexus,rx 350 awd,suv - small,3.5,6.0,as8,X,12.7,9.1,11.1,25.0,255.0,japan,asia,A,1
lexus,gs 350 awd,mid-size,3.5,6.0,as6,Z,12.5,9.2,11.0,26.0,257.0,japan,asia,A,1
lexus,gs 350 awd,mid-size,3.5,6.0,as6,Z,12.4,9.2,11.0,26.0,257.0,japan,asia,A,1
lexus,rc 350 awd,subcompact,3.5,6.0,as6,Z,12.6,9.2,11.1,25.0,258.0,japan,asia,A,1
lexus,is 350 awd,compact,3.5,6.0,as6,Z,12.6,9.2,11.0,26.0,258.0,japan,asia,A,1
lexus,is 300 awd,compact,3.5,6.0,as6,Z,12.6,9.2,11.0,26.0,258.0,japan,asia,A,1
lexus,is 350 awd,compact,3.5,6.0,as6,Z,12.6,9.2,11.1,25.0,258.0,japan,asia,A,1
lexus,rc 350 awd,subcompact,3.5,6.0,as6,Z,12.6,9.2,11.0,26.0,258.0,japan,asia,A,1
lexus,is 300 awd,compact,3.5,6.0,as6,Z,12.6,9.2,11.1,25.0,258.0,japan,asia,A,1
lexus,rc 300 awd,subcompact,3.5,6.0,as6,Z,12.6,9.2,11.0,26.0,258.0,japan,asia,A,1
lexus,rc 300 awd,subcompact,3.5,6.0,as6,Z,12.6,9.2,11.1,25.0,258.0,japan,asia,A,1
lexus,ls 500 awd,mid-size,3.4,6.0,as10,Z,13.0,8.7,11.0,26.0,259.0,japan,asia,A,1
lexus,ls 500 awd,mid-size,3.4,6.0,as10,Z,13.1,8.7,11.1,25.0,261.0,japan,asia,A,1
lexus,rc 300 awd,subcompact,3.5,6.0,as6,Z,13.1,9.8,11.2,25.0,262.0,japan,asia,A,1
lexus,ls 600h l,mid-size,5.0,8.0,av8,Z,12.0,10.7,11.4,25.0,262.0,japan,asia,A,1
lexus,rc 350 awd,subcompact,3.5,6.0,as6,Z,13.1,9.8,11.2,25.0,262.0,japan,asia,A,1
lexus,ls 500 awd,mid-size,3.4,6.0,as10,Z,13.2,8.7,11.1,25.0,262.0,japan,asia,A,1
lexus,ls 600h l,mid-size,5.0,8.0,av8,Z,12.7,10.1,11.5,25.0,264.0,japan,asia,A,1
lexus,rx 350 l awd,suv - small,3.5,6.0,as8,X,13.1,9.4,11.1,25.0,268.0,japan,asia,A,1
lexus,ls 600h l,mid-size,5.0,8.0,av8,Z,12.7,10.1,11.5,25.0,268.0,japan,asia,A,1
lexus,rx 350 awd,suv - small,3.5,6.0,as6,X,13.3,9.8,11.7,24.0,269.0,japan,asia,A,1
lexus,ls 460,mid-size,4.6,8.0,as8,Z,14.5,9.6,12.3,23.0,283.0,japan,asia,A,1
lexus,ls 460,mid-size,4.6,8.0,as8,Z,14.4,9.6,12.3,23.0,283.0,japan,asia,A,1
lexus,rc f,subcompact,5.0,8.0,as8,Z,14.4,9.6,12.2,23.0,285.0,japan,asia,A,1
lexus,lc 500,subcompact,5.0,8.0,as10,Z,14.7,9.2,12.2,23.0,286.0,japan,asia,A,1
lexus,ls 460,mid-size,4.6,8.0,as8,Z,14.4,9.6,12.3,23.0,286.0,japan,asia,A,1
lexus,rc f,subcompact,5.0,8.0,as8,Z,15.2,9.5,12.6,22.0,289.0,japan,asia,A,1
lexus,rc f,subcompact,5.0,8.0,as8,Z,15.2,9.5,12.6,22.0,290.0,japan,asia,A,1
lexus,is f,subcompact,5.0,8.0,as8,Z,14.6,10.1,12.6,22.0,290.0,japan,asia,A,1
lexus,gs f,compact,5.0,8.0,as8,Z,14.9,9.7,12.5,23.0,293.0,japan,asia,A,1
lexus,lc 500,subcompact,5.0,8.0,as10,Z,15.1,9.5,12.6,22.0,294.0,japan,asia,A,1
lexus,ls 460 awd,mid-size,4.6,8.0,as8,Z,15.2,10.2,12.9,22.0,297.0,japan,asia,A,1
lexus,ls 460 l awd,mid-size,4.6,8.0,as8,Z,15.2,10.2,12.9,22.0,297.0,japan,asia,A,1
lexus,ls 460 awd,mid-size,4.6,8.0,as8,Z,15.1,10.3,12.9,22.0,297.0,japan,asia,A,1
lexus,ls 460 l awd,mid-size,4.6,8.0,as8,Z,15.1,10.3,12.9,22.0,297.0,japan,asia,A,1
lexus,ls 460 l awd,mid-size,4.6,8.0,as8,Z,15.1,10.3,12.9,22.0,303.0,japan,asia,A,1
lexus,ls 460 awd,mid-size,4.6,8.0,as8,Z,15.1,10.3,12.9,22.0,303.0,japan,asia,A,1
lexus,ls 460 awd,mid-size,4.6,8.0,as8,Z,15.2,10.2,12.9,22.0,303.0,japan,asia,A,1
lexus,ls 460 l awd,mid-size,4.6,8.0,as8,Z,15.2,10.2,12.9,22.0,303.0,japan,asia,A,1
lexus,gx 460,suv - standard,4.6,8.0,as6,Z,15.7,11.7,13.9,20.0,320.0,japan,asia,A,1
lexus,gx 460,suv - standard,4.6,8.0,as6,Z,15.7,11.8,13.9,20.0,320.0,japan,asia,A,1
lexus,gx 460,suv - standard,4.6,8.0,as6,Z,15.7,11.7,13.9,20.0,322.0,japan,asia,A,1
lexus,gx 460,suv - standard,4.6,8.0,as6,Z,16.2,12.3,14.5,19.0,337.0,japan,asia,A,1
lexus,gx 460,suv - standard,4.6,8.0,as6,Z,16.0,12.9,14.6,19.0,341.0,japan,asia,A,1
lexus,lx 570,suv - standard,5.7,8.0,as8,Z,18.2,12.8,15.8,18.0,371.0,japan,asia,A,1
lexus,lx 570,suv - standard,5.7,8.0,as8,Z,18.3,12.9,15.9,18.0,371.0,japan,asia,A,1
lexus,lx 570,suv - standard,5.7,8.0,as8,Z,18.2,13.0,15.8,18.0,372.0,japan,asia,A,1
lexus,lx 570,suv - standard,5.7,8.0,as6,Z,18.8,13.6,16.5,17.0,380.0,japan,asia,A,1
lexus,lx 570,suv - standard,5.7,8.0,as6,Z,19.0,13.6,16.6,17.0,382.0,japan,asia,A,1
lexus,lx 570,suv - standard,5.7,8.0,as8,Z,19.2,14.3,16.9,17.0,395.0,japan,asia,A,1
lincoln,mkz hybrid,mid-size,2.0,4.0,av,X,5.5,5.7,5.6,50.0,131.0,usa,america,A,1
lincoln,mkz hybrid,mid-size,2.0,4.0,av,X,5.7,6.0,5.8,49.0,133.0,usa,america,A,1
lincoln,mkz hybrid,mid-size,2.0,4.0,av,X,5.7,6.0,5.8,49.0,136.0,usa,america,A,1
lincoln,mkz hybrid,mid-size,2.0,4.0,av,X,5.7,6.2,5.9,48.0,139.0,usa,america,A,1
lincoln,mkz hybrid,mid-size,2.0,4.0,av,X,6.2,6.4,6.3,45.0,145.0,usa,america,A,1
lincoln,mkz,mid-size,2.0,4.0,as6,X,10.5,7.0,8.9,32.0,205.0,usa,america,A,1
lincoln,mkz,mid-size,2.0,4.0,as6,X,10.5,7.1,9.0,31.0,207.0,usa,america,A,1
lincoln,mkz,mid-size,2.0,4.0,as6,X,10.5,7.0,8.9,32.0,210.0,usa,america,A,1
lincoln,mkz awd,mid-size,2.0,4.0,as6,X,10.8,7.5,9.3,30.0,220.0,usa,america,A,1
lincoln,corsair awd,suv - small,2.0,4.0,as8,X,11.1,8.1,9.8,29.0,229.0,usa,america,A,1
lincoln,mkz,mid-size,2.0,4.0,as6,X,11.2,7.6,9.8,29.0,230.0,usa,america,A,1
