Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
TOYOTA,COROLLA,MID-SIZE,1.8,4.0,AV,regular gasoline,8.2,6.2,7.3,39.0,171.0
TOYOTA,COROLLA,MID-SIZE,1.8,4.0,AV7,regular gasoline,7.9,6.1,7.1,40.0,166.0
TOYOTA,COROLLA,MID-SIZE,1.8,4.0,M6,regular gasoline,8.4,6.4,7.5,38.0,174.0
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4.0,AV,regular gasoline,7.7,5.6,6.8,42.0,160.0
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4.0,AV,regular gasoline,7.7,6.0,6.9,41.0,162.0
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6.0,AS6,regular gasoline,12.5,9.3,11.1,25.0,260.0
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6.0,AS6,regular gasoline,13.0,9.8,11.6,24.0,272.0
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6.0,AV6,regular gasoline,8.6,8.4,8.5,33.0,198.0
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6.0,AV6,regular gasoline,8.4,8.3,8.4,34.0,195.0
TOYOTA,PRIUS,MID-SIZE,1.8,4.0,AV,regular gasoline,4.4,4.6,4.5,63.0,104.0
TOYOTA,PRIUS c,COMPACT,1.5,4.0,AV,regular gasoline,4.5,5.1,4.7,60.0,111.0
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4.0,AV,regular gasoline,5.4,5.8,5.6,50.0,131.0
TOYOTA,RAV4,SUV - SMALL,2.5,4.0,AS6,regular gasoline,10.1,7.7,9.0,31.0,212.0
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4.0,AS6,regular gasoline,10.5,8.2,9.5,30.0,220.0
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4.0,AV6,regular gasoline,6.9,7.6,7.2,39.0,169.0
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4.0,AS6,regular gasoline,10.0,7.6,8.9,32.0,208.0
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4.0,AS6,regular gasoline,10.6,8.1,9.4,30.0,220.0
TOYOTA,SIENNA,MINIVAN,3.5,6.0,AS6,regular gasoline,13.0,9.5,11.4,25.0,267.0
TOYOTA,SIENNA AWD,MINIVAN,3.5,6.0,AS6,regular gasoline,14.4,10.2,12.5,23.0,290.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4.0,AS6,regular gasoline,12.0,10.0,11.1,25.0,261.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6.0,AS6,regular gasoline,12.6,10.0,11.4,25.0,267.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4.0,AS6,regular gasoline,12.7,10.5,11.7,24.0,274.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4.0,M5,regular gasoline,12.4,11.4,11.9,24.0,279.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6.0,AS6,regular gasoline,13.1,10.5,11.9,24.0,280.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6.0,M6,regular gasoline,13.6,11.2,12.5,23.0,292.0
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6.0,M6,regular gasoline,13.8,11.7,12.9,22.0,300.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,regular gasoline,15.9,12.3,14.3,20.0,335.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,regular gasoline,17.3,13.0,15.4,18.0,360.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,regular gasoline,16.9,12.9,15.1,19.0,351.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,regular gasoline,18.2,14.1,16.3,17.0,380.0
TOYOTA,VENZA,SUV - SMALL,2.7,4.0,AS6,regular gasoline,11.6,9.0,10.4,27.0,244.0
TOYOTA,VENZA,SUV - SMALL,3.5,6.0,AS6,regular gasoline,12.5,9.0,10.9,26.0,256.0
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4.0,AS6,regular gasoline,11.6,9.2,10.5,27.0,241.0
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6.0,AS6,regular gasoline,12.8,9.3,11.3,25.0,263.0
TOYOTA,YARIS,COMPACT,1.5,4.0,AS6,regular gasoline,7.2,5.6,6.4,44.0,151.0
TOYOTA,YARIS (SIL),COMPACT,1.5,4.0,M6,regular gasoline,7.6,5.7,6.7,42.0,157.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4.0,A4,regular gasoline,7.8,6.6,7.3,39.0,170.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4.0,M5,regular gasoline,7.7,6.3,7.1,40.0,165.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4.0,AS6,regular gasoline,9.6,7.0,8.4,34.0,196.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4.0,M5,regular gasoline,9.5,6.9,8.4,34.0,196.0
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4.0,AS6,regular gasoline,9.6,7.0,8.4,34.0,196.0
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4.0,AS6,regular gasoline,9.7,7.5,8.7,32.0,203.0
VOLKSWAGEN,CC,COMPACT,2.0,4.0,AM6,premium gasoline,10.7,7.7,9.3,30.0,217.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4.0,AS6,regular gasoline,9.3,6.5,8.1,35.0,189.0
VOLKSWAGEN,GOLF,COMPACT,1.8,4.0,M5,regular gasoline,9.3,6.4,8.0,35.0,187.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,AM6,regular gasoline,9.5,7.2,8.5,33.0,198.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,M6,regular gasoline,9.4,6.9,8.3,34.0,193.0
VOLKSWAGEN,GOLF R,COMPACT,2.0,4.0,AM6,premium gasoline,10.4,7.9,9.3,30.0,216.0
VOLKSWAGEN,GOLF R,COMPACT,2.0,4.0,M6,premium gasoline,10.9,7.7,9.4,30.0,220.0
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4.0,M5,regular gasoline,9.5,6.6,8.2,34.0,192.0
VOLKSWAGEN,JETTA,COMPACT,1.4,4.0,AS6,regular gasoline,8.5,6.0,7.3,39.0,173.0
VOLKSWAGEN,JETTA,COMPACT,1.4,4.0,M5,regular gasoline,8.3,5.9,7.2,39.0,168.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,AS6,regular gasoline,9.2,6.4,8.0,35.0,186.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,M5,regular gasoline,9.4,6.4,8.1,35.0,189.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AM6,regular gasoline,9.8,7.0,8.6,33.0,201.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,M6,regular gasoline,10.1,7.2,8.8,32.0,207.0
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4.0,AM7,premium gasoline,5.7,4.9,5.3,53.0,124.0
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4.0,AS6,regular gasoline,9.4,6.3,8.0,35.0,187.0
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4.0,M6,regular gasoline,9.5,6.4,8.1,35.0,189.0
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6.0,AM6,regular gasoline,11.9,8.5,10.4,27.0,243.0
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4.0,AS6,premium gasoline,11.7,9.5,10.7,26.0,251.0
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4.0,M6,premium gasoline,13.0,9.0,11.2,25.0,259.0
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4.0,AS6,premium gasoline,11.6,9.3,10.6,27.0,248.0
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6.0,AS8,regular gasoline,14.1,10.4,12.4,23.0,292.0
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6.0,AS8,diesel,11.2,8.4,9.8,29.0,270.0
VOLVO,S60 CC T5 AWD,COMPACT,2.5,5.0,AS6,regular gasoline,11.8,8.6,10.3,27.0,239.0
VOLVO,S60 INSCRIPTION,COMPACT,2.0,4.0,AS8,regular gasoline,9.6,6.7,8.3,34.0,193.0
VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.5,5.0,AS6,regular gasoline,11.6,8.2,10.1,28.0,233.0
VOLVO,S60 T5,COMPACT,2.0,4.0,AS8,regular gasoline,9.6,6.7,8.3,34.0,193.0
VOLVO,S60 T5 AWD,COMPACT,2.5,5.0,AS6,regular gasoline,11.6,8.2,10.1,28.0,233.0
VOLVO,S60 T6,COMPACT,2.0,4.0,AS8,premium gasoline,10.6,7.7,9.3,30.0,218.0
VOLVO,S60 T6 AWD,COMPACT,2.0,4.0,AS8,premium gasoline,11.3,8.2,9.9,29.0,231.0
VOLVO,S60 3.0T AWD,COMPACT,3.0,6.0,AS6,regular gasoline,13.0,9.0,11.2,25.0,259.0
VOLVO,S60 POLESTAR,COMPACT,3.0,6.0,AS6,regular gasoline,13.0,9.0,11.2,25.0,259.0
VOLVO,S80 T5,MID-SIZE,2.0,4.0,AS8,regular gasoline,9.6,6.7,8.3,34.0,193.0
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.5,5.0,AS6,regular gasoline,11.8,8.6,10.3,27.0,239.0
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4.0,AS8,regular gasoline,9.6,6.7,8.3,34.0,193.0
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5.0,AS6,regular gasoline,11.6,8.2,10.1,28.0,233.0
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4.0,AS8,premium gasoline,11.3,8.2,9.9,29.0,231.0
VOLVO,V60 3.0T AWD,STATION WAGON - SMALL,3.0,6.0,AS6,regular gasoline,13.0,9.0,11.2,25.0,259.0
VOLVO,V60 POLESTAR,STATION WAGON - SMALL,3.0,6.0,AS6,regular gasoline,13.0,9.0,11.2,25.0,259.0
VOLVO,XC60 T5,SUV - SMALL,2.0,4.0,AS8,regular gasoline,10.3,7.6,9.1,31.0,213.0
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5.0,AS6,regular gasoline,12.5,9.2,11.0,26.0,254.0
VOLVO,XC60 T6,SUV - SMALL,2.0,4.0,AS8,premium gasoline,11.0,8.1,9.7,29.0,226.0
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4.0,AS8,premium gasoline,11.8,9.1,10.6,27.0,247.0
VOLVO,XC60 3.0T AWD,SUV - SMALL,3.0,6.0,AS6,regular gasoline,13.7,10.1,12.0,24.0,276.0
VOLVO,XC70 T5,SUV - SMALL,2.0,4.0,AS8,regular gasoline,10.3,7.6,9.1,31.0,213.0
VOLVO,XC70 T5 AWD,SUV - SMALL,2.5,5.0,AS6,regular gasoline,12.5,9.2,11.0,26.0,254.0
VOLVO,XC90 T5,SUV - STANDARD,2.0,4.0,AS8,premium gasoline,10.6,9.1,10.0,28.0,232.0
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4.0,AS8,premium gasoline,10.8,9.5,10.2,28.0,239.0
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4.0,AS8,premium gasoline,11.5,9.5,10.6,27.0,247.0
ACURA,ILX,COMPACT,2.4,4.0,AM8,premium gasoline,9.4,6.8,8.2,34.0,192.0
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6.0,AS9,premium gasoline,12.6,9.0,11.0,26.0,259.0
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6.0,AS9,premium gasoline,12.2,9.0,10.7,26.0,251.0
ACURA,MDX HYBRID AWD,SUV - SMALL,3.0,6.0,AM7,premium gasoline,9.1,9.0,9.0,31.0,210.0
ACURA,NSX,TWO-SEATER,3.5,6.0,AM9,premium gasoline,11.1,10.8,11.0,26.0,261.0
ACURA,RDX AWD,SUV - SMALL,3.5,6.0,AS6,premium gasoline,12.4,8.7,10.7,26.0,250.0
ACURA,RLX HYBRID,MID-SIZE,3.5,6.0,AM7,premium gasoline,8.2,7.8,8.1,35.0,190.0
ACURA,TLX,COMPACT,2.4,4.0,AM8,premium gasoline,9.6,6.6,8.3,34.0,197.0
ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4.0,AM6,premium gasoline,9.7,6.9,8.4,34.0,197.0
ALFA ROMEO,GIULIA,MID-SIZE,2.0,4.0,A8,premium gasoline,10.0,7.2,8.7,32.0,205.0
ALFA ROMEO,GIULIA AWD,MID-SIZE,2.0,4.0,A8,premium gasoline,10.5,7.7,9.2,31.0,217.0
ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6.0,A8,premium gasoline,13.8,9.6,11.9,24.0,280.0
ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12.0,A8,premium gasoline,15.5,11.4,13.7,21.0,322.0
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12.0,A8,premium gasoline,16.7,10.9,14.1,20.0,331.0
ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12.0,A8,premium gasoline,17.5,11.4,14.7,19.0,345.0
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12.0,AM7,premium gasoline,19.4,12.8,16.4,17.0,388.0
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12.0,M7,premium gasoline,23.2,14.4,19.2,15.0,450.0
AUDI,A3,SUBCOMPACT,2.0,4.0,AM7,regular gasoline,9.1,6.8,8.0,35.0,188.0
AUDI,A3 QUATTRO,SUBCOMPACT,2.0,4.0,AM6,regular gasoline,9.7,7.5,8.7,32.0,205.0
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4.0,AM6,regular gasoline,10.8,8.0,9.5,30.0,223.0
AUDI,A4 ULTRA,COMPACT,2.0,4.0,AM7,premium gasoline,8.6,6.4,7.6,37.0,177.0
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,AM7,premium gasoline,9.8,7.7,8.8,32.0,205.0
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,M6,premium gasoline,9.9,7.0,8.6,33.0,204.0
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4.0,AM7,premium gasoline,10.2,8.3,9.3,30.0,217.0
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4.0,AS8,premium gasoline,11.0,8.0,9.7,29.0,226.0
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4.0,M6,premium gasoline,10.4,7.3,9.0,31.0,210.0
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4.0,AS8,premium gasoline,11.3,8.2,9.9,29.0,231.0
AUDI,A6 QUATTRO,MID-SIZE,2.0,4.0,AS8,premium gasoline,10.9,7.5,9.4,30.0,220.0
AUDI,A6 QUATTRO,MID-SIZE,3.0,6.0,AS8,premium gasoline,11.5,8.2,10.0,28.0,238.0
AUDI,A7 QUATTRO,MID-SIZE,3.0,6.0,AS8,premium gasoline,11.5,8.2,10.0,28.0,238.0
AUDI,A8,MID-SIZE,3.0,6.0,AS8,premium gasoline,12.6,8.0,10.5,27.0,246.0
AUDI,A8,MID-SIZE,4.0,8.0,AS8,premium gasoline,12.9,8.0,10.7,26.0,249.0
AUDI,A8L,FULL-SIZE,4.0,8.0,AS8,premium gasoline,13.1,8.3,10.9,26.0,255.0
AUDI,Q3,COMPACT,2.0,4.0,AS6,premium gasoline,11.9,8.4,10.3,27.0,243.0
AUDI,Q3 QUATTRO,COMPACT,2.0,4.0,AS6,premium gasoline,11.9,8.4,10.3,27.0,241.0
AUDI,Q5,SUV - SMALL,2.0,4.0,AS8,premium gasoline,12.0,8.6,10.5,27.0,246.0
AUDI,Q5,SUV - SMALL,3.0,6.0,AS8,premium gasoline,13.2,9.2,11.4,25.0,267.0
AUDI,Q7,SUV - STANDARD,2.0,4.0,AS8,premium gasoline,11.9,9.6,10.8,26.0,253.0
AUDI,Q7,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,12.6,9.4,11.1,25.0,260.0
AUDI,R8,TWO-SEATER,5.2,10.0,AM7,premium gasoline,16.5,11.2,14.1,20.0,330.0
AUDI,R8 SPYDER,TWO-SEATER,5.2,10.0,AM7,premium gasoline,16.5,11.2,14.1,20.0,330.0
AUDI,RS 7,MID-SIZE,4.0,8.0,AS8,premium gasoline,16.2,9.3,13.1,22.0,309.0
AUDI,S3,SUBCOMPACT,2.0,4.0,AM6,premium gasoline,11.0,8.5,9.9,29.0,232.0
AUDI,S5,SUBCOMPACT,3.0,6.0,AM7,premium gasoline,13.0,8.5,11.0,26.0,259.0
AUDI,S5,SUBCOMPACT,3.0,6.0,M6,premium gasoline,13.8,9.0,11.7,24.0,273.0
AUDI,S5 CABRIOLET,SUBCOMPACT,3.0,6.0,AM7,premium gasoline,13.3,9.1,11.4,25.0,266.0
AUDI,S6,MID-SIZE,4.0,8.0,AM7,premium gasoline,13.3,8.8,11.3,25.0,263.0
AUDI,S7,MID-SIZE,4.0,8.0,AM7,premium gasoline,13.4,8.8,11.4,25.0,265.0
AUDI,S8,MID-SIZE,4.0,8.0,AS8,premium gasoline,16.2,9.9,13.4,21.0,312.0
AUDI,SQ5,SUV - SMALL,3.0,6.0,AS8,premium gasoline,14.1,9.9,12.2,23.0,285.0
BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12.0,AS8,premium gasoline,18.8,12.2,15.9,18.0,370.0
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8.0,AS8,premium gasoline,17.0,9.9,13.8,20.0,321.0
BENTLEY,FLYING SPUR,MID-SIZE,6.0,12.0,AS8,premium gasoline,19.6,11.7,16.0,18.0,375.0
BENTLEY,MULSANNE,MID-SIZE,6.8,8.0,AS8,premium gasoline,21.3,12.8,17.5,16.0,407.0
BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8.0,AS8,premium gasoline,22.2,13.6,18.3,15.0,430.0
BMW,230i CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,premium gasoline,10.0,7.2,8.7,32.0,207.0
BMW,230i COUPE,SUBCOMPACT,2.0,4.0,AS8,premium gasoline,9.8,6.8,8.4,34.0,197.0
BMW,230i COUPE,SUBCOMPACT,2.0,4.0,M6,premium gasoline,11.1,7.3,9.4,30.0,219.0
BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,premium gasoline,10.5,7.4,9.1,31.0,213.0
BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4.0,AS8,premium gasoline,10.2,7.4,9.0,31.0,210.0
BMW,320i,COMPACT,2.0,4.0,AS8,premium gasoline,10.0,6.5,8.4,34.0,200.0
BMW,320i,COMPACT,2.0,4.0,M6,premium gasoline,10.2,6.7,8.6,33.0,202.0
BMW,320i xDRIVE,COMPACT,2.0,4.0,AS8,premium gasoline,10.3,6.9,8.8,32.0,206.0
BMW,328d xDRIVE,COMPACT,2.0,4.0,AS8,diesel,7.9,5.9,7.0,40.0,189.0
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,AS8,diesel,7.9,5.9,7.0,40.0,189.0
BMW,330i xDRIVE,COMPACT,2.0,4.0,AS8,premium gasoline,10.5,7.4,9.1,31.0,213.0
BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4.0,AS8,premium gasoline,10.5,7.4,9.1,31.0,213.0
BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,AS8,premium gasoline,10.5,7.4,9.1,31.0,213.0
BMW,340i,COMPACT,3.0,6.0,AS8,premium gasoline,11.1,7.8,9.6,29.0,224.0
BMW,340i,COMPACT,3.0,6.0,M6,premium gasoline,12.2,8.2,10.4,27.0,242.0
BMW,340i xDRIVE,COMPACT,3.0,6.0,AS8,premium gasoline,11.4,7.8,9.8,29.0,228.0
BMW,340i xDRIVE,COMPACT,3.0,6.0,M6,premium gasoline,12.2,8.5,10.5,27.0,246.0
BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6.0,AS8,premium gasoline,11.9,8.1,10.2,28.0,238.0
BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,premium gasoline,10.6,7.3,9.1,31.0,211.0
BMW,430i xDRIVE COUPE,COMPACT,2.0,4.0,AS8,premium gasoline,10.5,7.4,9.1,31.0,213.0
BMW,430i xDRIVE GRAN COUPE,COMPACT,2.0,4.0,AS8,premium gasoline,10.5,7.4,9.1,31.0,213.0
BMW,440i COUPE,COMPACT,3.0,6.0,AS8,premium gasoline,11.1,7.8,9.6,29.0,224.0
BMW,440i COUPE,COMPACT,3.0,6.0,M6,premium gasoline,12.2,8.2,10.4,27.0,242.0
BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,premium gasoline,11.9,8.1,10.2,28.0,238.0
BMW,440i xDRIVE COUPE,COMPACT,3.0,6.0,AS8,premium gasoline,11.4,7.8,9.8,29.0,228.0
BMW,440i xDRIVE COUPE,COMPACT,3.0,6.0,M6,premium gasoline,12.2,8.5,10.5,27.0,246.0
BMW,440i xDRIVE GRAN COUPE,COMPACT,3.0,6.0,AS8,premium gasoline,11.4,7.8,9.8,29.0,228.0
BMW,530i xDRIVE,MID-SIZE,2.0,4.0,AS8,premium gasoline,10.5,7.4,9.1,31.0,213.0
BMW,540i xDRIVE,MID-SIZE,3.0,6.0,AS8,premium gasoline,11.4,7.8,9.8,29.0,228.0
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,premium gasoline,12.4,8.4,10.6,27.0,249.0
BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6.0,AS8,premium gasoline,12.4,8.4,10.6,27.0,249.0
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8.0,AS8,premium gasoline,14.7,9.7,12.5,23.0,292.0
BMW,650i xDRIVE COUPE,COMPACT,4.4,8.0,AS8,premium gasoline,13.8,9.1,11.7,24.0,273.0
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8.0,AS8,premium gasoline,14.7,9.7,12.5,23.0,292.0
BMW,740Li xDRIVE,FULL-SIZE,3.0,6.0,AS8,premium gasoline,11.9,8.1,10.2,28.0,238.0
BMW,750i xDRIVE,FULL-SIZE,4.4,8.0,AS8,premium gasoline,13.8,9.1,11.7,24.0,273.0
BMW,750Li xDRIVE,FULL-SIZE,4.4,8.0,AS8,premium gasoline,14.7,9.7,12.5,23.0,292.0
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8.0,AS8,premium gasoline,14.7,9.7,12.5,23.0,292.0
BMW,ALPINA B7 xDRIVE,FULL-SIZE,4.4,8.0,AS8,premium gasoline,14.7,9.7,12.5,23.0,292.0
BMW,M2,SUBCOMPACT,3.0,6.0,AM7,premium gasoline,11.8,8.9,10.5,27.0,245.0
BMW,M2,SUBCOMPACT,3.0,6.0,M6,premium gasoline,13.1,9.2,11.4,25.0,267.0
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,premium gasoline,11.1,7.8,9.6,29.0,224.0
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6.0,M6,premium gasoline,12.2,8.2,10.4,27.0,242.0
BMW,M240i COUPE,SUBCOMPACT,3.0,6.0,AS8,premium gasoline,11.1,7.8,9.6,29.0,224.0
BMW,M240i COUPE,SUBCOMPACT,3.0,6.0,M6,premium gasoline,12.5,8.4,10.7,26.0,250.0
BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,premium gasoline,11.4,7.8,9.8,29.0,228.0
BMW,M240i xDRIVE COUPE,SUBCOMPACT,3.0,6.0,AS8,premium gasoline,11.4,7.8,9.8,29.0,228.0
BMW,M3,COMPACT,3.0,6.0,AM7,premium gasoline,14.0,9.7,12.1,23.0,284.0
BMW,M3,COMPACT,3.0,6.0,M6,premium gasoline,13.7,9.1,11.7,24.0,273.0
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6.0,AM7,premium gasoline,14.1,9.6,12.1,23.0,283.0
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6.0,M6,premium gasoline,13.7,9.1,11.7,24.0,273.0
BMW,M4 COUPE,COMPACT,3.0,6.0,AM7,premium gasoline,14.0,9.7,12.1,23.0,284.0
BMW,M4 COUPE,COMPACT,3.0,6.0,M6,premium gasoline,13.7,9.1,11.7,24.0,273.0
BMW,M6,COMPACT,4.4,8.0,AM7,premium gasoline,17.2,11.6,14.7,19.0,343.0
BMW,M6,COMPACT,4.4,8.0,M6,premium gasoline,16.2,10.9,13.8,20.0,324.0
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8.0,AM7,premium gasoline,17.2,11.6,14.7,19.0,343.0
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8.0,M6,premium gasoline,16.2,10.9,13.8,20.0,324.0
BMW,M6 GRAN COUPE,COMPACT,4.4,8.0,AM7,premium gasoline,17.2,11.6,14.7,19.0,343.0
BMW,M6 GRAN COUPE,COMPACT,4.4,8.0,M6,premium gasoline,16.2,10.9,13.8,20.0,324.0
BMW,M760i xDRIVE,FULL-SIZE,6.6,12.0,AS8,premium gasoline,17.7,11.9,15.1,19.0,355.0
BMW,X1 xDRIVE28i,SUV - SMALL,2.0,4.0,AS8,premium gasoline,10.5,7.4,9.1,31.0,213.0
BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4.0,AS8,diesel,8.7,7.1,8.0,35.0,211.0
BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4.0,AS8,premium gasoline,11.1,8.5,10.0,28.0,233.0
BMW,X3 xDRIVE35i,SUV - SMALL,3.0,6.0,AS8,premium gasoline,12.7,9.1,11.1,25.0,260.0
BMW,X4 M40i,SUV - SMALL,3.0,6.0,AS8,premium gasoline,12.7,9.1,11.1,25.0,260.0
BMW,X4 xDRIVE28i,SUV - SMALL,2.0,4.0,AS8,premium gasoline,11.8,8.6,10.3,27.0,240.0
BMW,X5 M,SUV - STANDARD,4.4,8.0,AS8,premium gasoline,16.6,12.1,14.6,19.0,341.0
BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6.0,AS8,diesel,10.3,8.0,9.3,30.0,249.0
BMW,X5 xDRIVE35i,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,13.0,9.8,11.5,25.0,270.0
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8.0,AS8,premium gasoline,15.6,11.3,13.7,21.0,320.0
BMW,X6 M,SUV - STANDARD,4.4,8.0,AS8,premium gasoline,16.6,12.1,14.6,19.0,341.0
BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6.0,AS8,premium gasoline,13.0,9.8,11.5,25.0,270.0
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8.0,AS8,premium gasoline,15.6,11.3,13.7,21.0,320.0
BUICK,ENCLAVE,SUV - STANDARD,3.6,6.0,A6,regular gasoline,15.7,10.6,13.4,21.0,315.0
